#GeneID,Locus,Locus tag,Protein Name
3644778,"IFE1","CAALFM_C104750WA","putative dehydrogenase"
3644777,"SYG1","CAALFM_C104760CA","Syg1p"
3644776,"ERG3","CAALFM_C104770CA","C-5 sterol desaturase"
3644774,,"CAALFM_C104780CA","hypothetical protein CAALFM_C104780CA"
3644772,,"CAALFM_C104790WA","hypothetical protein CAALFM_C104790WA"
3644789,,"CAALFM_C104800CA","hypothetical protein CAALFM_C104800CA"
3644788,"TCO89","CAALFM_C104810WA","Tco89p"
3644787,,"CAALFM_C104820CA","putative mitochondrial 54S ribosomal protein RTC6"
3644786,"SEC21","CAALFM_C104830WA","coatomer subunit gamma"
3644785,,"CAALFM_C104840CA","hypothetical protein CAALFM_C104840CA"
3644784,,"CAALFM_C104860WA","hypothetical protein CAALFM_C104860WA"
3644783,"SAP7","CAALFM_C104870WA","Sap7p"
3644782,"MRPL37","CAALFM_C104880CA","mitochondrial 54S ribosomal protein YmL37"
3644781,"YBN5","CAALFM_C104890WA","Obg-like ATPase"
3644794,"MNN15","CAALFM_C104900WA","putative alpha-1,3-mannosyltransferase"
3644793,,"CAALFM_C104910CA","hypothetical protein CAALFM_C104910CA"
3644792,,"CAALFM_C104930CA","hypothetical protein CAALFM_C104930CA"
3644791,,"CAALFM_C104940CA","hypothetical protein CAALFM_C104940CA"
3644790,"RPM2","CAALFM_C104950CA","ribonuclease P"
3647527,,"CAALFM_C104960CA","SCF ubiquitin ligase complex subunit"
3647528,,"CAALFM_C104970WA","translation initiation factor 3 subunit"
3647529,,"CAALFM_C104980CA","hypothetical protein CAALFM_C104980CA"
3647530,,"CAALFM_C104990CA","hypothetical protein CAALFM_C104990CA"
3647531,"RHD1","CAALFM_C105000WA","Rhd1p"
3647532,,"CAALFM_C105010CA","PAQR-type receptor"
3647533,"ARG2","CAALFM_C105020CA","acetyl-CoA:L-glutamate N-acetyltransferase"
3647534,"PSF2","CAALFM_C105030CA","DNA replication protein"
3647535,"RRP6","CAALFM_C105050CA","exosome nuclease subunit"
3647536,"REI1","CAALFM_C105060WA","Rei1p"
3647672,"GPI7","CAALFM_C105070CA","mannose-ethanolamine phosphotransferase"
3647671,"GPT1","CAALFM_C105080WA","Gpt1p"
3647670,"TRY2","CAALFM_C105090WA","Try2p"
3647669,,"CAALFM_C105100WA","hypothetical protein CAALFM_C105100WA"
3647668,"ARO4","CAALFM_C105110CA","3-deoxy-7-phosphoheptulonate synthase"
3647667,,"CAALFM_C105120WA","amino acid transporter"
3647664,"BRG1","CAALFM_C105140WA","Brg1p"
3642469,,"CAALFM_C105150CA","hypothetical protein CAALFM_C105150CA"
3642468,,"CAALFM_C105160CA","hypothetical protein CAALFM_C105160CA"
3642467,"CUE5","CAALFM_C105170CA","ubiquitin-binding protein"
30514990,,"CAALFM_C105180CA","hypothetical protein CAALFM_C105180CA"
30514991,,"CAALFM_C105190CA","hypothetical protein CAALFM_C105190CA"
3642466,,"CAALFM_C105200CA","hypothetical protein CAALFM_C105200CA"
3642465,,"CAALFM_C105210CA","hypothetical protein CAALFM_C105210CA"
3642464,,"CAALFM_C105220CA","hypothetical protein CAALFM_C105220CA"
3642463,,"CAALFM_C105230WA","DNA-directed RNA polymerase III subunit"
3642461,"RPT1","CAALFM_C105240CA","proteasome regulatory particle base subunit"
3642462,,"CAALFM_C105250WA","hypothetical protein CAALFM_C105250WA"
3642477,"SDH1","CAALFM_C105260CA","succinate dehydrogenase flavoprotein subunit"
3642476,,"CAALFM_C105270CA","hypothetical protein CAALFM_C105270CA"
3642475,,"CAALFM_C105280WA","hypothetical protein CAALFM_C105280WA"
3642474,"GRS1","CAALFM_C105290WA","glycine--tRNA ligase"
3642471,"PRD1","CAALFM_C105300CA","metalloendopeptidase"
3642470,,"CAALFM_C105320CA","hypothetical protein CAALFM_C105320CA"
3642485,,"CAALFM_C105330CA","hypothetical protein CAALFM_C105330CA"
3642484,"ZCF2","CAALFM_C105340CA","Zcf2p"
3642483,"YPT53","CAALFM_C105350WA","Rab family GTPase"
3642482,,"CAALFM_C105360CA","non-canonical poly(A) polymerase"
3642481,,"CAALFM_C105370CA","protein kinase"
3642480,,"CAALFM_C105380CA","DNA-binding protein"
3642479,,"CAALFM_C105390CA","hypothetical protein CAALFM_C105390CA"
3642478,,"CAALFM_C105400CA","hypothetical protein CAALFM_C105400CA"
3642494,"TRP99","CAALFM_C105410CA","Trp99p"
3642493,,"CAALFM_C105420WA","hypothetical protein CAALFM_C105420WA"
3642492,"SPT20","CAALFM_C105430WA","Spt20p"
3642489,,"CAALFM_C105440CA","hypothetical protein CAALFM_C105440CA"
3642490,,"CAALFM_C105450WA","hypothetical protein CAALFM_C105450WA"
3642488,"KOG1","CAALFM_C105460WA","ubiquitin-binding TORC1 subunit"
3642487,"MTM1","CAALFM_C105470WA","Mtm1p"
3642486,,"CAALFM_C105480CA","hypothetical protein CAALFM_C105480CA"
3642507,,"CAALFM_C105490CA","hypothetical protein CAALFM_C105490CA"
3642506,"RSM22","CAALFM_C105500WA","mitochondrial 37S ribosomal protein RSM22"
30514993,"RPS27A","CAALFM_C105510CA","ribosomal 40S subunit protein S27A"
3642505,,"CAALFM_C105520WA","hypothetical protein CAALFM_C105520WA"
3642504,"SSH1","CAALFM_C105530CA","Ssh1p"
3642503,,"CAALFM_C105540CA","hypothetical protein CAALFM_C105540CA"
30514995,"RIB4","CAALFM_C105560WA","lumazine synthase"
3639844,"GSL1","CAALFM_C105600WA","Gsl1p"
3639843,,"CAALFM_C105610WA","glutamyl-tRNA(Gln) amidotransferase subunit"
3639841,"STE3","CAALFM_C105620CA","Ste3p"
3639840,,"CAALFM_C105630CA","hypothetical protein CAALFM_C105630CA"
3639839,"FAL1","CAALFM_C105640CA","ATP-dependent RNA helicase"
3639838,,"CAALFM_C105650WA","putative uridine kinase"
3639900,,"CAALFM_C105660CA","hypothetical protein CAALFM_C105660CA"
3639899,,"CAALFM_C105670WA","putative aminopeptidase"
3639898,"RIM1","CAALFM_C105680CA","Rim1p"
3639896,,"CAALFM_C105690CA","hypothetical protein CAALFM_C105690CA"
30514999,"AUT7","CAALFM_C105700WA","ubiquitin-like protein"
3639894,"UGA4","CAALFM_C105710CA","Uga4p"
30515000,,"CAALFM_C105720WA","ribosomal 60S subunit protein L7A"
3639893,,"CAALFM_C105740CA","hypothetical protein CAALFM_C105740CA"
3639891,,"CAALFM_C105750CA","hypothetical protein CAALFM_C105750CA"
3639890,"PGA26","CAALFM_C105760CA","Pga26p"
3639889,"PRC3","CAALFM_C105770CA","carboxypeptidase C"
3639888,,"CAALFM_C105780WA","hypothetical protein CAALFM_C105780WA"
30515002,,"CAALFM_C105790WA","hypothetical protein CAALFM_C105790WA"
3639887,,"CAALFM_C105800CA","hypothetical protein CAALFM_C105800CA"
3639886,"GIM5","CAALFM_C105810WA","Gim5p"
3639884,"RAD10","CAALFM_C105820CA","Rad10p"
3639883,,"CAALFM_C105830WA","hypothetical protein CAALFM_C105830WA"
3639882,"PRN1","CAALFM_C105840WA","Prn1p"
3639881,"POL32","CAALFM_C105850WA","DNA polymerase delta subunit"
3639879,"PRN2","CAALFM_C105860WA","Prn2p"
3639878,"PRN3","CAALFM_C105870WA","Prn3p"
3639877,"PRN4","CAALFM_C105880WA","Prn4p"
3639876,,"CAALFM_C105890WA","hypothetical protein CAALFM_C105890WA"
3639866,,"CAALFM_C105900WA","hypothetical protein CAALFM_C105900WA"
3639865,"SIP5","CAALFM_C105910WA","Sip5p"
3639864,,"CAALFM_C105920WA","hypothetical protein CAALFM_C105920WA"
3639862,,"CAALFM_C105930CA","glutamine amidotransferase subunit"
3639861,"PHO87","CAALFM_C105940WA","SPX domain-containing inorganic phosphate transporter"
3639859,,"CAALFM_C105950CA","hypothetical protein CAALFM_C105950CA"
3639875,"PGA45","CAALFM_C105960WA","Pga45p"
3639874,,"CAALFM_C105970WA","hypothetical protein CAALFM_C105970WA"
3639872,,"CAALFM_C105980WA","1-phosphatidylinositol 4-kinase"
3639871,,"CAALFM_C105990CA","hypothetical protein CAALFM_C105990CA"
3639870,,"CAALFM_C106000WA","hypothetical protein CAALFM_C106000WA"
3639869,"CHS7","CAALFM_C106010WA","Chs7p"
3639868,"RGD1","CAALFM_C106020WA","Rgd1p"
3639867,,"CAALFM_C106030CA","hypothetical protein CAALFM_C106030CA"
3639827,"RTT101","CAALFM_C106040WA","cullin"
30515003,,"CAALFM_C106050CA","ubiquinol--cytochrome-c reductase subunit 10"
3639825,"ACP1","CAALFM_C106060CA","Acp1p"
3639824,,"CAALFM_C106070WA","putative mitochondrial 37S ribosomal protein MRPS12"
3639823,"ARC35","CAALFM_C106080CA","Arc35p"
3639822,,"CAALFM_C106090CA","serine/threonine protein kinase"
3639821,"MSI3","CAALFM_C106100CA","adenyl-nucleotide exchange factor"
3639820,"NPL4","CAALFM_C106110CA","Npl4p"
3639850,,"CAALFM_C106120CA","hypothetical protein CAALFM_C106120CA"
3639849,"HAC1","CAALFM_C106130CA","transcription factor"
3639847,,"CAALFM_C106150WA","hypothetical protein CAALFM_C106150WA"
3639846,,"CAALFM_C106160WA","hypothetical protein CAALFM_C106160WA"
3648392,"TLO34","CAALFM_C106180WA","Tlo34p"
3648391,,"CAALFM_C106190CA","hypothetical protein CAALFM_C106190CA"
3648300,,"CAALFM_C106200WA","hypothetical protein CAALFM_C106200WA"
3647519,"BUD16","CAALFM_C106210WA","putative pyridoxal kinase"
3647518,,"CAALFM_C106220CA","hypothetical protein CAALFM_C106220CA"
3647517,"MDM34","CAALFM_C106230CA","ERMES complex subunit"
3647525,,"CAALFM_C106250WA","hypothetical protein CAALFM_C106250WA"
3647524,"PGA50","CAALFM_C106260WA","Pga50p"
3647523,,"CAALFM_C106270WA","hypothetical protein CAALFM_C106270WA"
3647522,"UME6","CAALFM_C106280CA","Ume6p"
3648118,,"CAALFM_C106320WA","hypothetical protein CAALFM_C106320WA"
3639499,,"CAALFM_C106340WA","hypothetical protein CAALFM_C106340WA"
3639562,,"CAALFM_C106350WA","hypothetical protein CAALFM_C106350WA"
3639561,,"CAALFM_C106360WA","putative protein kinase"
3639560,"PBR1","CAALFM_C106370CA","Pbr1p"
3639559,,"CAALFM_C106380CA","hypothetical protein CAALFM_C106380CA"
3639558,,"CAALFM_C106390WA","ubiquitin-specific protease"
3639557,,"CAALFM_C106400CA","hypothetical protein CAALFM_C106400CA"
3639555,,"CAALFM_C106410WA","hypothetical protein CAALFM_C106410WA"
3639554,,"CAALFM_C106420CA","hypothetical protein CAALFM_C106420CA"
3639553,,"CAALFM_C106430CA","hypothetical protein CAALFM_C106430CA"
3639552,,"CAALFM_C106440CA","hypothetical protein CAALFM_C106440CA"
30515006,"RPS14B","CAALFM_C106450CA","ribosomal 40S subunit protein S14B"
3639551,"RPS22A","CAALFM_C106460CA","ribosomal 40S subunit protein S22A"
30515007,,"CAALFM_C106470WA","ribosomal 60S subunit protein L39"
30515008,,"CAALFM_C106480CA","hypothetical protein CAALFM_C106480CA"
3639550,,"CAALFM_C106500WA","hypothetical protein CAALFM_C106500WA"
3639549,,"CAALFM_C106510CA","hypothetical protein CAALFM_C106510CA"
3639547,"BPH1","CAALFM_C106520CA","Bph1p"
3639521,,"CAALFM_C106530CA","putative ubiquitin-specific protease"
3639520,,"CAALFM_C106540CA","exosome non-catalytic core subunit"
3639519,"GLT1","CAALFM_C106550WA","glutamate synthase (NADH)"
3639517,,"CAALFM_C106560WA","hypothetical protein CAALFM_C106560WA"
3639516,"ANT1","CAALFM_C106570WA","Ant1p"
3639515,"RPS23A","CAALFM_C106580WA","ribosomal 40S subunit protein S23B"
3639514,,"CAALFM_C106590CA","hypothetical protein CAALFM_C106590CA"
3639513,,"CAALFM_C106600WA","hypothetical protein CAALFM_C106600WA"
3639546,"HAK1","CAALFM_C106610CA","Hak1p"
3639545,,"CAALFM_C106620CA","hypothetical protein CAALFM_C106620CA"
3639544,,"CAALFM_C106630WA","chromatin-binding protein"
30515010,,"CAALFM_C106640CA","hypothetical protein CAALFM_C106640CA"
3639543,,"CAALFM_C106650WA","peptide alpha-N-acetyltransferase complex B subunit"
3639542,,"CAALFM_C106660WA","hypothetical protein CAALFM_C106660WA"
3639541,,"CAALFM_C106670WA","hypothetical protein CAALFM_C106670WA"
3639540,"VPS34","CAALFM_C106680WA","phosphatidylinositol 3-kinase"
3639539,"CYK3","CAALFM_C106690WA","Cyk3p, partial"
3639511,,"CAALFM_C106700WA","hypothetical protein CAALFM_C106700WA"
3639510,,"CAALFM_C106710WA","TFIIH complex serine/threonine-protein kinase subunit"
3639509,,"CAALFM_C106720CA","hypothetical protein CAALFM_C106720CA"
3639508,"RAC1","CAALFM_C106730WA","Rho family GTPase"
3639507,"NOP6","CAALFM_C106740CA","Nop6p"
3639506,,"CAALFM_C106750WA","hypothetical protein CAALFM_C106750WA"
3639504,,"CAALFM_C106770WA","putative oxidoreductase"
3639498,"NPR1","CAALFM_C106780WA","serine/threonine protein kinase"
3639497,"MRPL19","CAALFM_C106790CA","mitochondrial 54S ribosomal protein YmL19"
3639496,,"CAALFM_C106800WA","decapping nuclease"
3639495,"CAT1","CAALFM_C106810WA","catalase A"
3639493,,"CAALFM_C106820WA","hypothetical protein CAALFM_C106820WA"
30515012,,"CAALFM_C106840CA","hypothetical protein CAALFM_C106840CA"
3639491,"PCL7","CAALFM_C106850WA","Pcl7p"
3639530,,"CAALFM_C106860WA","hypothetical protein CAALFM_C106860WA"
30515013,,"CAALFM_C106870CA","hypothetical protein CAALFM_C106870CA"
3639528,"SPO22","CAALFM_C106880CA","Spo22p"
30515014,,"CAALFM_C106890CA","ribosomal 60S subunit protein L34B"
30515015,"MMD1","CAALFM_C106900CA","isoleucine biosynthesis protein"
3639526,,"CAALFM_C106910CA","CCR4-NOT core subunit"
3639525,,"CAALFM_C106920CA","hypothetical protein CAALFM_C106920CA"
3639524,"PGA63","CAALFM_C106930WA","Pga63p"
3639570,"ATC1","CAALFM_C106940CA","alpha,alpha-trehalase"
3639569,"SUI2","CAALFM_C106960WA","translation initiation factor eIF2 subunit alpha"
3639567,,"CAALFM_C106970CA","hypothetical protein CAALFM_C106970CA"
3639565,,"CAALFM_C106980CA","hypothetical protein CAALFM_C106980CA"
3639564,"MEF2","CAALFM_C107000WA","Mef2p"
3639537,,"CAALFM_C107010WA","hypothetical protein CAALFM_C107010WA"
3639535,"PUT3","CAALFM_C107020CA","Put3p"
3639534,"RBT4","CAALFM_C107030CA","Rbt4p"
3639533,,"CAALFM_C107040CA","hypothetical protein CAALFM_C107040CA"
3639532,,"CAALFM_C107050CA","ATP-dependent 5\\'-3\\' DNA helicase"
30515018,,"CAALFM_C107060CA","hypothetical protein CAALFM_C107060CA"
3639490,"DHH1","CAALFM_C107070CA","DExD/H-box ATP-dependent RNA helicase"
3639489,,"CAALFM_C107080WA","hypothetical protein CAALFM_C107080WA"
3639488,,"CAALFM_C107090CA","hypothetical protein CAALFM_C107090CA"
3639487,,"CAALFM_C107100CA","hypothetical protein CAALFM_C107100CA"
3639486,"TAF145","CAALFM_C107110WA","Taf145p"
3644463,"GAP4","CAALFM_C107120WA","Gap4p"
3644462,,"CAALFM_C107130CA","hypothetical protein CAALFM_C107130CA"
3644478,"RIA1","CAALFM_C107140CA","GTPase"
30515019,,"CAALFM_C107150WA","hypothetical protein CAALFM_C107150WA"
30515020,,"CAALFM_C107160CA","hypothetical protein CAALFM_C107160CA"
3644477,"ZCF23","CAALFM_C107170CA","Zcf23p"
3644476,"CCS1","CAALFM_C107180WA","copper chaperone"
3644475,"SOG2","CAALFM_C107190WA","Sog2p"
3644474,"YMC1","CAALFM_C107200WA","organic acid transporter"
3644473,,"CAALFM_C107210CA","hypothetical protein CAALFM_C107210CA"
3644460,,"CAALFM_C107220WA","hypothetical protein CAALFM_C107220WA"
3644459,"PHO15","CAALFM_C107230WA","4-nitrophenylphosphatase"
3644458,"YPD1","CAALFM_C107240WA","Ypd1p"
3644457,"ALG9","CAALFM_C107250CA","dolichyl-P-Man:Man(6)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase"
3644456,,"CAALFM_C107260CA","hypothetical protein CAALFM_C107260CA"
3644455,"SEC34","CAALFM_C107270WA","Golgi transport complex subunit"
30515021,,"CAALFM_C107280CA","TFIIH complex subunit"
3644453,"RME1","CAALFM_C107330WA","Rme1p"
3644472,,"CAALFM_C107340WA","chromatin-remodeling ATPase"
3644471,"GPX3","CAALFM_C107350CA","Gpx3p"
3644470,,"CAALFM_C107360WA","hypothetical protein CAALFM_C107360WA"
3644468,"CPH1","CAALFM_C107370CA","homeodomain family transcription factor"
3644467,"KSP1","CAALFM_C107380CA","putative serine/threonine protein kinase"
3644466,,"CAALFM_C107390WA","hypothetical protein CAALFM_C107390WA"
3644464,,"CAALFM_C107400CA","hypothetical protein CAALFM_C107400CA"
3644485,"SKP1","CAALFM_C107410CA","SCF ubiquitin ligase subunit"
3644484,"PEX3","CAALFM_C107420CA","Pex3p"
3644483,"PHO100","CAALFM_C107430WA","Pho100p"
3644482,,"CAALFM_C107440WA","hypothetical protein CAALFM_C107440WA"
3646669,"GPI8","CAALFM_C107460CA","GPI-anchor transamidase"
3646668,,"CAALFM_C107470CA","double-stranded DNA-dependent ATPase"
3646667,,"CAALFM_C107480CA","hypothetical protein CAALFM_C107480CA"
3646666,,"CAALFM_C107490CA","DNA-directed DNA polymerase alpha subunit"
3646665,"LHP1","CAALFM_C107500CA","Lhp1p"
3646664,,"CAALFM_C107510WA","hypothetical protein CAALFM_C107510WA"
3646662,"IST2","CAALFM_C107520CA","Ist2p"
30515025,,"CAALFM_C107530WA","hypothetical protein CAALFM_C107530WA"
3646661,"BBC1","CAALFM_C107540CA","Bbc1p"
3646677,"SWD2","CAALFM_C107550WA","WD-repeat containing protein"
3646676,,"CAALFM_C107560WA","hypothetical protein CAALFM_C107560WA"
3646675,,"CAALFM_C107570CA","hypothetical protein CAALFM_C107570CA"
3646674,"PRY1","CAALFM_C107580CA","Pry1p"
3646673,,"CAALFM_C107590CA","hypothetical protein CAALFM_C107590CA"
3646672,"ATP7","CAALFM_C107600WA","F1F0 ATP synthase subunit d"
3646671,,"CAALFM_C107610CA","hypothetical protein CAALFM_C107610CA"
3646670,"PIR32","CAALFM_C107620CA","Pir32p"
3646660,,"CAALFM_C107630WA","monothiol glutaredoxin"
3646659,,"CAALFM_C107640CA","hypothetical protein CAALFM_C107640CA"
3646657,,"CAALFM_C107650WA","hypothetical protein CAALFM_C107650WA"
3646656,,"CAALFM_C107660WA","hypothetical protein CAALFM_C107660WA"
3641799,"ZCF4","CAALFM_C107670WA","Zcf4p"
3641800,"HAP2","CAALFM_C107680WA","Hap2p"
3641767,,"CAALFM_C107690CA","importin-alpha export receptor"
3641768,"VRG4","CAALFM_C107700CA","GDP-mannose transporter"
3641769,"ADE4","CAALFM_C107710CA","amidophosphoribosyltransferase"
3647955,,"CAALFM_C107780WA","hypothetical protein CAALFM_C107780WA"
3640706,,"CAALFM_C107790CA","hypothetical protein CAALFM_C107790CA"
3640707,"MTO1","CAALFM_C107800WA","tRNA modification protein"
3640708,,"CAALFM_C107810CA","hypothetical protein CAALFM_C107810CA"
3640735,,"CAALFM_C107820WA","hypothetical protein CAALFM_C107820WA"
3640736,,"CAALFM_C107830CA","hypothetical protein CAALFM_C107830CA"
3640737,,"CAALFM_C107840WA","nicotinate-nucleotide diphosphorylase (carboxylating)"
3640739,,"CAALFM_C107850CA","anaphase promoting complex subunit"
3640740,,"CAALFM_C107860WA","hypothetical protein CAALFM_C107860WA"
3640741,"SMI1","CAALFM_C107870CA","Smi1p"
3640742,"GCS1","CAALFM_C107880CA","glutamate--cysteine ligase"
3640719,"ADE5,7","CAALFM_C107890CA","bifunctional aminoimidazole ribotide synthase/glycinamide ribotide synthase"
3640721,"COI1","CAALFM_C107900WA","Coi1p"
3640722,"MRPL3","CAALFM_C107910CA","mitochondrial 54S ribosomal protein YmL3"
30515026,,"CAALFM_C107920WA","hypothetical protein CAALFM_C107920WA"
3640723,"ERD1","CAALFM_C107930CA","Erd1p"
3640724,,"CAALFM_C107950CA","hypothetical protein CAALFM_C107950CA"
3640725,,"CAALFM_C107960WA","hypothetical protein CAALFM_C107960WA"
3640726,"IRE1","CAALFM_C107970CA","bifunctional endoribonuclease/protein kinase"
3640696,,"CAALFM_C107980CA","hypothetical protein CAALFM_C107980CA"
3640697,,"CAALFM_C107990CA","hypothetical protein CAALFM_C107990CA"
3640698,"NRP1","CAALFM_C108000WA","Nrp1p"
3640700,"DPM1","CAALFM_C108010WA","dolichyl-phosphate beta-D-mannosyltransferase"
3640701,"UBA2","CAALFM_C108020WA","E1 ubiquitin-activating protein"
3640703,"PFY1","CAALFM_C108030WA","profilin"
30515028,,"CAALFM_C108040WA","hypothetical protein CAALFM_C108040WA"
3640709,,"CAALFM_C108050WA","hypothetical protein CAALFM_C108050WA"
3640710,"OFR1","CAALFM_C108060WA","Ofr1p"
3640711,"CDR4","CAALFM_C108070WA","Cdr4p"
30515029,,"CAALFM_C108080CA","hypothetical protein CAALFM_C108080CA"
3640713,"FUN12","CAALFM_C108090CA","translation initiation factor eIF5B"
3640714,"DRG1","CAALFM_C108100WA","GTP-binding protein"
3640716,,"CAALFM_C108110WA","hypothetical protein CAALFM_C108110WA"
3640727,"BUD6","CAALFM_C108120WA","Bud6p"
3640729,"TERT","CAALFM_C108130CA","Tertp"
3640730,,"CAALFM_C108140WA","hypothetical protein CAALFM_C108140WA"
3640732,,"CAALFM_C108150CA","hypothetical protein CAALFM_C108150CA"
3640733,,"CAALFM_C108160WA","hypothetical protein CAALFM_C108160WA"
3640734,"BUL1","CAALFM_C108170CA","Bul1p"
3640743,,"CAALFM_C108180CA","oxysterol-binding protein related protein"
3640745,"CAT8","CAALFM_C108190CA","DNA-binding transcription factor"
3640746,"NTG1","CAALFM_C108200WA","bifunctional N-glycosylase/AP lyase"
3640748,"MLT1","CAALFM_C108210CA","Mlt1p"
3640749,"CCR4","CAALFM_C108220WA","CCR4-NOT core exoribonuclease subunit"
3640750,"PLB5","CAALFM_C108230CA","Plb5p"
3640759,,"CAALFM_C108240CA","hypothetical protein CAALFM_C108240CA"
3640760,"LTP1","CAALFM_C108260CA","tyrosine protein phosphatase"
3640761,"MED15","CAALFM_C108270CA","Med15p"
3640762,"DIP2","CAALFM_C108290CA","snoRNA-binding rRNA-processing protein"
3640763,"NOT5","CAALFM_C108300WA","CCR4-NOT core subunit"
3640765,"OPY2","CAALFM_C108310WA","Opy2p"
3640767,"TKL1","CAALFM_C108320WA","transketolase"
3640751,"ADH2","CAALFM_C108330CA","alcohol dehydrogenase"
3640752,,"CAALFM_C108340CA","hypothetical protein CAALFM_C108340CA"
30515030,,"CAALFM_C108350CA","hypothetical protein CAALFM_C108350CA"
3640755,"OLE1","CAALFM_C108360CA","stearoyl-CoA 9-desaturase"
3640756,"SDS24","CAALFM_C108370WA","Sds24p"
3646502,"TEF2","CAALFM_C108380WA","translation elongation factor EF-1 alpha"
3646504,,"CAALFM_C108390CA","hypothetical protein CAALFM_C108390CA"
3646505,"GCV2","CAALFM_C108400CA","glycine decarboxylase subunit P"
3646506,"SAM4","CAALFM_C108410CA","S-adenosylmethionine-homocysteine S-methyltransferase"
3646485,"GCR3","CAALFM_C108420WA","Gcr3p"
3646486,"CAF16","CAALFM_C108430WA","putative ATP-binding cassette family ATPase"
3646487,,"CAALFM_C108440CA","hypothetical protein CAALFM_C108440CA"
3646488,"CDC42","CAALFM_C108450CA","Rho family GTPase"
3646489,"UPC2","CAALFM_C108460CA","Upc2p"
